NNNMMLEK_00465	ICEberg|394_cold-shock_protein_gi|281376355|gb|ADA65845.1|_[Lactococcus_lactis_subsp._lactis_KF147]	70.8	66	66	65	19	0	1	65	1	65	2.26e-31	101
NNNMMLEK_00813	ICEberg|862_dihydrofolate_reductase_gi|7214511147|ref|AGC70170.1|_[Listeria_monocytogenes]	100	165	165	165	0	0	1	165	1	165	2.14e-125	347
NNNMMLEK_00814	ICEberg|862_hypothetical_protein_gi|7214511146|ref|AGC70169.1|_[Listeria_monocytogenes]	100	650	650	650	0	0	1	650	1	650	0.0	1330
NNNMMLEK_00815	ICEberg|862_hypothetical_protein_gi|7214511145|ref|AGC70168.1|_[Listeria_monocytogenes]	100	78	94	78	0	0	17	94	1	78	8.49e-50	149
NNNMMLEK_00934	ICEberg|68_unknown_gi|209486298|gb|ACI48597.1|_[Staphylococcus_aureus]	99.3	271	271	271	2	0	1	271	1	271	3.24e-202	550
NNNMMLEK_00935	ICEberg|68_unknown_gi|209486299|gb|ACI48598.1|_[Staphylococcus_aureus]	96.7	480	480	480	16	0	1	480	1	480	0.0	938
NNNMMLEK_00936	ICEberg|68_BinL_gi|209486300|gb|ACI48599.1|_[Staphylococcus_aureus]	96.4	197	197	197	7	0	1	197	1	197	1.55e-136	377
NNNMMLEK_00937	ICEberg|68_BlaI_gi|209486301|gb|ACI48600.1|_[Staphylococcus_aureus]	100	126	126	126	0	0	1	126	1	126	4.09e-84	239
NNNMMLEK_00938	ICEberg|68_BlaR1_gi|209486302|gb|ACI48601.1|_[Staphylococcus_aureus]	100	585	585	585	0	0	1	585	1	585	0.0	1144
NNNMMLEK_00939	ICEberg|68_BlaZ_gi|209486303|gb|ACI48602.1|_[Staphylococcus_aureus]	100	281	281	281	0	0	1	281	1	281	2.17e-196	536
NNNMMLEK_00973	ICEberg|812_transposase_gi|7374557470|ref|CCH26393.1|_[Streptococcus_pyogenes]	60.8	228	224	222	87	0	1	222	3	224	4.50e-97	280
NNNMMLEK_01013	ICEberg|394_cold-shock_protein_gi|281376355|gb|ADA65845.1|_[Lactococcus_lactis_subsp._lactis_KF147]	69.8	66	66	63	19	0	1	63	1	63	1.08e-29	97.4
NNNMMLEK_01013	ICEberg|173_CspA_gi|37955684|gb|AAP22523.1|_[Pseudomonas_aeruginosa]	60.3	69	66	63	25	0	4	66	7	69	1.04e-23	82.4
NNNMMLEK_01159	ICEberg|76_copper-transporting_ATPase_TcrA-like_protein_gi|157419717|gb|ABV55406.1|_[Streptococcus_dysgalactiae_subsp._equisimilis]	62.1	158	802	140	52	1	628	767	3	141	6.73e-53	178
NNNMMLEK_02178	ICEberg|1096_chaperonin_GroEL_gi|7223842013|ref|YP_004144969.1|_[Mesorhizobium_ciceri_biovar_biserrulae_WSM1271]	60.3	555	538	539	210	3	2	538	3	539	1.46e-219	616
NNNMMLEK_02507	ICEberg|394_cold-shock_protein_gi|281376355|gb|ADA65845.1|_[Lactococcus_lactis_subsp._lactis_KF147]	66.2	66	66	65	22	0	1	65	1	65	2.54e-28	94.0
NNNMMLEK_02613	ICEberg|93_rRNA_methyltransferase_gi|854706|gb|AAC37034.1|_[Bacteroides_thetaiotaomicron]	71.2	244	244	243	70	0	1	243	1	243	1.57e-120	341
NNNMMLEK_02613	ICEberg|65_ErmG_gi|33468439|emb|CAD89787.1|_[Bacteroides_ovatus]	70.8	244	244	243	71	0	1	243	1	243	1.28e-119	338
